Wifi Hotspot Name,Address,Suburb,Latitude,Longitude,Site
QLD_CAX105B,47-55 Caxton St (outside Caxton Thai and 7 Nights Convenience Store),PETRIE TERRACE,-27.464075,153.012389,SUB
QLD_CAX106A,Intersection of Caxton St and Hale St,PETRIE TERRACE,-27.463395,153.011378,SUB
QLD_CAX107A,140 Caxton St,PADDINGTON,-27.46291439,153.0099488,SUB
QLD_CAX108A,Intersection of Caxton St and Dowse St,PADDINGTON,-27.462316,153.008898,SUB
QLD_PAD109A,169 Given Terrace,PADDINGTON,-27.462074,153.007561,SUB
QLD_PAD110A,235 Given Terrace,PADDINGTON,-27.461339,153.005131,SUB
QLD_PAD111A,252 Given Terrace,PADDINGTON,-27.461037,153.004061,SUB
QLD_PAD112A,Intersection of Given Tce and Latrobe Tce,PADDINGTON,-27.460389,153.002524,SUB
QLD_JAM113A,27 Doggett St,NEWSTEAD,-27.455397,153.04202,SUB
QLD_JAM114A,19 Chester St,NEWSTEAD,-27.454684,153.041277,SUB
QLD_JAM115A,9 Chester St,NEWSTEAD,-27.454173,153.040675,SUB
QLD_JAM116A,1000 Ann St,FORTITUDE VALLEY,-27.453484,153.03985,SUB
QLD_JAM117B,Intersection of Ann St and Wandoo St,FORTITUDE VALLEY,-27.45456,153.038786,SUB
QLD_JAM118A,9 Wandoo St,FORTITUDE VALLEY,-27.455171,153.039583,SUB
QLD_JAM119A,52 Wandoo St,FORTITUDE VALLEY,-27.456413,153.041379,SUB
QLD_JAM120A,49 James St,FORTITUDE VALLEY,-27.45712,153.040317,SUB
QLD_JAM121B,15 James St,FORTITUDE VALLEY,-27.456054,153.038923,SUB
QLD_JAM122A,Intersection of Ann St and East St,FORTITUDE VALLEY,-27.455461,153.037878,SUB
QLD_ROM123A,Roma Parklands 1 (3 Parkland Blvd),BRISBANE CITY,-27.463469,153.017472,PRK
QLD_ROM124A,Roma Parklands 2,BRISBANE CITY,-27.4633,153.01802,PRK
QLD_ROM125A,Roma Parklands 3,BRISBANE CITY,-27.463047,153.018785,PRK
QLD_ROM126A,Roma Parklands 4,BRISBANE CITY,-27.463827,153.01895,PRK
QLD_ROM127A,Roma Parklands 5,BRISBANE CITY,-27.463671,153.018384,PRK
QLD_ROM128A,Roma Parklands 6,BRISBANE CITY,-27.462581,153.017153,PRK
QLD_ROM129A,Roma Parklands 7,BRISBANE CITY,-27.462292,153.019397,PRK
QLD_ROM130A,Roma Parklands 8,BRISBANE CITY,-27.46282,153.020052,PRK
QLD_JAM131A,162 Arthur St,FORTITUDE VALLEY,-27.457795,153.040973,SUB
QLD_JAM132A,22 Wandoo St,FORTITUDE VALLEY,-27.455498,153.04018,SUB
QLD_JAM133A,104 MacLachlan St,FORTITUDE VALLEY,-27.456378,153.03859,SUB
QLD_JAM134A,849 Ann St,FORTITUDE VALLEY,-27.455891,153.037676,SUB
QLD_PRK135A,Einbumpin Lagoon (Brighton Rd),SANDGATE,-27.319647,153.068013,PRK
QLD_PRK136A,Hidden World Park (Roghan Rd),FITZGIBBON,-27.339671,153.034982,PRK
QLD_PRK137A,7th Brigade Park (Delaware St),CHERMSIDE,-27.378073,153.045342,PRK
QLD_PRK138A,7th Brigade Park - Kidspace (Murphy Rd),CHERMSIDE,-27.378502,153.034144,PRK
QLD_PRK139A,Teralba Park (Cnr Pullen- and Osborne Rds),EVERTON PARK,-27.402601,152.980938,PRK
QLD_PRK140A,Kalinga Park (Kalinga St),WOOLOOWIN,-27.406684,153.05223,PRK
QLD_PRK141A,Oriel Park (Cnr Alexandra and Lancaster Rds),ASCOT,-27.428918,153.057855,PRK
QLD_PRK142A,Gregory Park (Baroona Rd and Murruba St),PADDINGTON,-27.466169,152.999193,PRK
QLD_CBD143A,City Botanic Gardens,BRISBANE CITY,-27.475228,153.028856,PRK
QLD_PRK144A,Brisbane Botanic Gardens - Japanese Garden (Mt Coot-tha Rd),TOOWONG,-27.47717,152.977058,PRK
QLD_PRK145A,"218 Sir Samuel Griffith Drive, Mount Coot-Tha",TOOWONG,-27.485014,152.958818,PRK
QLD_PRK146A,New Farm Park (Brunswick St),NEW FARM,-27.470268,153.052223,PRK
QLD_PRK148A,Guyatt Park (End of Hiron St),ST LUCIA,-27.492785,153.001571,PRK
QLD_PRK149A,Rocks Riverside Park (AP1) (Counihan Rd),SEVENTEEN MILE ROCKS,-27.541513,152.959327,PRK
QLD_PRK150A,Booker Place Park (Birkin Rd and Sugarwood St),BELLBOWRIE,-27.5626,152.893667,PRK
QLD_PRK151A,The Lake Parklands (Forest Lake Blvd),FOREST LAKE,-27.620266,152.966331,PRK
QLD_PRK152A,Calamvale District Park (Formby St and Ormskirk St),CALAMVALE,-27.620848,153.038002,PRK
QLD_PRK153A,D.M. Henderson Park (Granadilla St),MACGREGOR,-27.569531,153.071415,PRK
QLD_PRK154A,Glindemann Park (Logan Rd),HOLLAND PARK,-27.52656,153.069546,PRK
QLD_PRK155A, Carindale Recreation Reserve (Cadogan St and Bedivere St),CARINDALE,-27.496784,153.108657,PRK
QLD_PRK156A,Orleigh Park (Hill End Terrace / Orleigh St),WEST END,-27.48995,153.00326,PRK
QLD_CBD157A,King George Square,BRISBANE CITY,-27.468269,153.024276,CBD
QLD_CBD158A,Post Office Square,BRISBANE CITY,-27.467459,153.027402,CBD
QLD_CBD159A,King Edward Park Jacobs Ladder,BRISBANE CITY,-27.465809,153.023932,PRK
QLD_CBD161A,Intersection of Albert and Mary St,BRISBANE CITY,-27.471962,153.027597,CBD
QLD_CBD169A,Intersection of Herschel St and North Quay,BRISBANE CITY,-27.468291,153.018609,CBD
QLD_SOU170A,SB01 - Southbank Overview (Inside Arbour Walk),SOUTH BRISBANE,-27.477924,153.02201,SUB
QLD_SOU171A,Southbank Boardwalk next to green lawn and close to Southbank Pier 3,SOUTH BRISBANE,-27.48032751,153.0248507,SUB
QLD_SOU172A,Southbank Near Maritime Museum,SOUTH BRISBANE,-27.48127,153.02583,SUB
QLD_SOU173A,SB01 - Southbank Overview (FDB7),SOUTH BRISBANE,-27.480221,153.024602,SUB
QLD_SOU174A,SB01 - Southbank Overview (FDB11),SOUTH BRISBANE,-27.47968,153.02429,SUB
QLD_SOU175A,SB01 - Southbank Overview (Little Stanley St 1),SOUTH BRISBANE,-27.48033679,153.023393,SUB
QLD_SOU176A,SB01 - Southbank Overview (Little Stanley St 2),SOUTH BRISBANE,-27.47956047,153.0228867,SUB
QLD_SOU177A,SB01 - Southbank Overview (Little Stanley St 3),SOUTH BRISBANE,-27.47907301,153.0225627,SUB
QLD_SOU178A,SB01 - Southbank Overview (Little Stanley St 4),SOUTH BRISBANE,-27.477285,153.021714,SUB
QLD_SOU179A,SB01 - Southbank Overview (FDB 33) and SB08 FDBs,SOUTH BRISBANE,-27.474908,153.020361,SUB
QLD_SOU180A,SB01 - Southbank Overview (FDB 34) and SB08 FDBs,SOUTH BRISBANE,-27.47423,153.019912,SUB
QLD_SOU181A,SB01 - Southbank Overview (Rain Bank) and SB07 Rain Bank,SOUTH BRISBANE,-27.47594,153.02145,SUB
